name,location,price,date,stars,km_from_center,num_external_reviews,booking_user_ratings,avg_user_ratings,airport_taxi,travel_sustainable_level,has_free_cancelation,town_location,price_category,month
Apartment direkt am Hafen - mit UHD TV und Netflix,Dortmund,132.43103097,2024-09-03,3,1.6,22,1,7.1,0,1,True,Dortmund,Medium,September
Steigenberger Dortmund,Dortmund,110.73062619000001,2024-09-03,0,1.9,1439,1,7.8,0,0,False,Dortmund,Medium,September
Hotel Senator,Dortmund,70.14403704,2024-09-03,0,1.9,1696,0,6.9,0,1,False,Dortmund,Low,September
Dorint An den Westfalenhallen Dortmund,Dortmund,123.50035464000001,2024-09-03,0,1.9,3286,2,8.2,0,1,False,Dortmund,Medium,September
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,46.8494496,2024-09-04,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,September
Moxy Dortmund City,Dortmund,99.21346983000001,2024-09-04,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,September
Dorint An den Westfalenhallen Dortmund,Dortmund,123.50035464000001,2024-09-04,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,September
B&B Hotel Dortmund-City,Dortmund,63.132886770000006,2024-09-04,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,September
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-09-04,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,September
Pension Sölde,Dortmund,55.11317196,2024-09-04,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,September
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",87.30590139,2024-09-04,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,September
Leonardo Hotel Dortmund,Dortmund,99.21346983000001,2024-09-04,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,September
Radisson Blu Hotel Dortmund,Dortmund,152.96019951,2024-09-04,0,2.4,2833,2,8.1,0,3,False,Dortmund,High,September
Mercure Hotel Dortmund Messe,Dortmund,127.25807091,2024-09-04,4,2.5,1502,2,8.1,0,0,False,Dortmund,Medium,September
Residence Inn by Marriott Dortmund City,Dortmund,103.21519365,2024-09-04,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,September
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",90.05505312000001,2024-09-04,3,0.6,911,2,8.1,0,2,False,Dortmund,Medium,September
Hotel Fürst Garden,Dortmund,110.22634392,2024-09-04,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,September
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",85.77678741000001,2024-09-04,0,400.0,944,1,7.3,0,1,False,Dortmund,Medium,September
Steigenberger Dortmund,Dortmund,110.73062619000001,2024-09-04,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,September
Hotel Esplanade Dortmund,Dortmund,98.30250831000001,2024-09-04,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,September
NH Dortmund,Dortmund,118.24605873,2024-09-04,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,September
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-09-04,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,September
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",94.20318147,2024-09-04,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,September
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-09-04,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,September
ibis Hotel Dortmund City,Dortmund,74.86151634000001,2024-09-04,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,September
Hotel Unique Dortmund Hauptbahnhof,Dortmund,71.54301366,2024-09-04,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,September
Design Apartments 1,Dortmund,64.12518414,2024-09-04,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,September
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-09-04,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,September
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",93.45489165000001,2024-09-04,0,400.0,4057,0,6.9,0,4,False,Dortmund,Medium,September
Akzent Hotel Körner Hof,Dortmund,179.37808359000002,2024-09-04,3,2.3,308,2,8.0,0,0,True,Dortmund,High,September
Moods Hotel Dortmund,Dortmund,105.21605556,2024-09-04,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,September
PS-Projektentwicklung,Dortmund,54.10460742,2024-09-04,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,September
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-09-04,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,September
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",147.90110964000002,2024-09-04,4,350.0,1275,1,7.7,0,2,False,Dortmund,High,September
Steigenberger Dortmund,Dortmund,110.73062619000001,2024-09-04,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,September
Courtyard by Marriott Dortmund,Dortmund,152.30951271,2024-09-04,0,3.7,290,2,8.4,0,1,False,Dortmund,High,September
Hotel Drei Kronen,Dortmund,85.17490212,2024-09-04,0,1.0,524,0,6.3,0,0,True,Dortmund,Medium,September
Hotel Unique Pearl,Dortmund,68.14317513,2024-09-04,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,September
Best Western Hotel Dortmund Airport,Dortmund,92.83673919,2024-09-04,4,7.3,1670,1,7.4,0,1,False,Dortmund,Medium,September
Days Inn Dortmund West,Dortmund,49.59860133,2024-09-04,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,September
Dortmund City Wohnung 85/3,Dortmund,72.40517367000001,2024-09-04,0,1.1,3,3,7.7890352149445965,0,0,True,Dortmund,Low,September
ibis budget Dortmund West,Dortmund,66.63032832,2024-09-04,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,September
City Wohnung Zentral 89-11,Dortmund,75.80501220000001,2024-09-04,0,1.1,30,5,7.7890352149445965,0,0,True,Dortmund,Low,September
Hotel Ambiente,Dortmund,115.23663228000001,2024-09-04,0,4.5,196,2,8.3,0,2,False,Dortmund,Medium,September
Hotel Senator,Dortmund,70.14403704,2024-09-04,0,1.8,1696,0,6.9,0,1,False,Dortmund,Low,September
ibis Styles Dortmund West,Dortmund,76.69970655,2024-09-04,3,9.9,720,1,7.1,0,3,False,Dortmund,Low,September
Dortmund City Wohnung 85/6,Dortmund,65.15001585,2024-09-04,0,1.1,57,5,7.7890352149445965,0,0,False,Dortmund,Low,September
NYCE Hotel Dortmund Thier Galerie,"Dortmund City Centre, Dortmund",89.19289311,2024-09-04,0,0.8,392,2,8.0,0,0,False,Dortmund,Medium,September
City-Pension-Dortmund,"Dortmund City Centre, Dortmund",71.15260158000001,2024-09-04,0,50.0,483,0,6.1,0,0,False,Dortmund,Low,September
stays design Hotel Dortmund,Dortmund,199.41923703,2024-09-04,0,2.5,3738,2,8.3,0,1,False,Dortmund,High,September
City Wohnung Zentral 85-5,Dortmund,108.22548201000001,2024-09-04,0,1.1,1,2,8.0,0,0,True,Dortmund,Medium,September
Apartment in zentraler Lage zur Dortmunder Innenstadt,Dortmund,101.00285853000001,2024-09-04,3,1.7,58,2,8.3,0,1,True,Dortmund,Medium,September
Sellmann´s Boutique Hotel,Dortmund,134.28548835,2024-09-04,0,3.8,707,3,9.1,0,0,True,Dortmund,Medium,September
Dortmund City Wohnung 85/7,Dortmund,108.22548201000001,2024-09-04,0,1.1,2,2,8.5,0,0,True,Dortmund,Medium,September
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-09-05,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,September
Moxy Dortmund City,Dortmund,87.17576403000001,2024-09-05,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,September
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,45.141396750000006,2024-09-05,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,September
Dorint An den Westfalenhallen Dortmund,Dortmund,114.99262473,2024-09-05,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,September
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",69.1354725,2024-09-05,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,September
B&B Hotel Dortmund-City,Dortmund,63.132886770000006,2024-09-05,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,September
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-09-05,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,September
Residence Inn by Marriott Dortmund City,Dortmund,95.19547884,2024-09-05,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,September
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",87.30590139,2024-09-05,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,September
Radisson Blu Hotel Dortmund,Dortmund,133.83000759,2024-09-05,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,September
Pension Sölde,Dortmund,55.11317196,2024-09-05,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,September
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",91.95831201,2024-09-05,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,September
Leonardo Hotel Dortmund,Dortmund,90.18519048,2024-09-05,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,September
