name,location,price,date,stars,km_from_center,num_external_reviews,booking_user_ratings,avg_user_ratings,airport_taxi,travel_sustainable_level,has_free_cancelation,town_location,price_category,month
Design Apartments 2,Dortmund,85.17490212,2024-05-04,0,0.9,606,0,5.6,0,0,True,Dortmund,Medium,May
Gepflegte Wohnungen in der Innenstadt,"Dortmund City Centre, Dortmund",63.88117659,2024-05-04,0,200.0,4,1,7.8,0,0,False,Dortmund,Low,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-04,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
NH Dortmund,Dortmund,170.34980424,2024-05-04,4,450.0,3768,2,8.5,0,4,False,Dortmund,High,May
Hotel NeuHaus,Dortmund,120.24692064000001,2024-05-04,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,115.23663228000001,2024-05-04,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",116.27773116,2024-05-04,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,May
Residence Inn by Marriott Dortmund City,Dortmund,159.33693015,2024-05-04,4,1.1,831,2,8.5,0,1,False,Dortmund,High,May
stays design Hotel Dortmund,Dortmund,149.31635343000002,2024-05-04,0,2.5,3738,2,8.3,0,1,False,Dortmund,High,May
Radisson Blu Hotel Dortmund,Dortmund,192.76596450000002,2024-05-04,0,2.4,2833,2,8.1,0,3,False,Dortmund,High,May
ibis budget Dortmund West,Dortmund,80.91290358,2024-05-04,1,10.1,1373,1,7.3,0,0,False,Dortmund,Medium,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",183.20086854000002,2024-05-04,0,400.0,4057,0,6.9,0,4,False,Dortmund,High,May
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",161.43539508,2024-05-04,4,350.0,1275,1,7.7,0,2,False,Dortmund,High,May
Days Inn Dortmund West,Dortmund,70.33924308,2024-05-04,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
Hotel Carlton,"Dortmund City Centre, Dortmund",140.28807408,2024-05-04,0,350.0,1739,0,6.3,0,1,False,Dortmund,High,May
Hotel In der Meile,Dortmund,99.21346983000001,2024-05-04,0,6.0,129,0,4.9,0,0,True,Dortmund,Medium,May
Home Hotel,Dortmund,178.36951905,2024-05-04,0,1.4,1765,1,7.1,0,0,False,Dortmund,High,May
Courtyard by Marriott Dortmund,Dortmund,152.30951271,2024-05-04,0,3.7,290,2,8.4,0,1,False,Dortmund,High,May
Hotel Esplanade Dortmund,Dortmund,163.14344793,2024-05-04,4,250.0,1358,2,8.5,0,3,False,Dortmund,High,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",183.20086854000002,2024-05-04,0,400.0,4057,0,6.9,0,4,False,Dortmund,High,May
Hotel Ambiente,Dortmund,152.30951271,2024-05-04,0,4.5,196,2,8.3,0,2,False,Dortmund,High,May
Home Hotel,Dortmund,178.36951905,2024-05-04,0,1.4,1765,1,7.1,0,0,False,Dortmund,High,May
Big Apartments,"Dortmund City Centre, Dortmund",60.12346032000001,2024-05-04,0,200.0,173,0,4.7,0,0,False,Dortmund,Low,May
Hotel In der Meile,Dortmund,99.21346983000001,2024-05-04,0,6.0,129,0,4.9,0,0,True,Dortmund,Medium,May
TM Aparts,Dortmund,175.3600926,2024-05-04,0,1.2,769,1,7.0,0,0,False,Dortmund,High,May
ibis budget Dortmund West,Dortmund,80.91290358,2024-05-04,1,10.1,1373,1,7.3,0,0,False,Dortmund,Medium,May
City Wohnung Zentral 89-10,Dortmund,100.20576720000001,2024-05-04,0,1.1,35,3,7.7890352149445965,0,0,True,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,115.23663228000001,2024-05-04,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Days Inn Dortmund West,Dortmund,70.33924308,2024-05-04,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
S & D Hotel Dortmund,"Dortmund City Centre, Dortmund",95.42321922000001,2024-05-04,0,150.0,11,5,7.7890352149445965,0,0,False,Dortmund,Medium,May
Schöne Apartment in Dortmund Bövinghausen,Dortmund,70.14403704,2024-05-04,0,9.9,4,0,4.8,0,0,True,Dortmund,Low,May
Apartment in zentraler Lage zur Dortmunder Innenstadt,Dortmund,134.67590043,2024-05-04,3,1.7,58,2,8.3,0,1,True,Dortmund,Medium,May
ibis Styles Dortmund West,Dortmund,94.52852487000001,2024-05-04,3,9.9,720,1,7.1,0,3,False,Dortmund,Medium,May
TRUTH für 3 - Moderne Küche - Smart TV - Teppichboden,Dortmund,108.6646956,2024-05-04,0,6.1,26,1,7.9,0,0,True,Dortmund,Medium,May
Hotel Annis M&P,Dortmund,150.3086508,2024-05-04,0,0.7,98,0,5.3,0,0,True,Dortmund,High,May
Hotel Postkutsche,Dortmund,137.27864763,2024-05-04,0,6.5,269,2,8.0,0,0,True,Dortmund,Medium,May
Apartment direkt am Hafen - mit Terrasse und UHD TV,Dortmund,177.32842017000002,2024-05-04,3,1.7,48,1,7.2,0,0,True,Dortmund,High,May
Hotel Biedermeier,Dortmund,132.26835927000002,2024-05-04,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,May
Gemütliches Apartment direkt am Hafen von Dortmund,Dortmund,178.45085490000002,2024-05-04,3,1.7,73,1,7.9,0,0,True,Dortmund,High,May
Hotel Drei Kronen,Dortmund,180.37038096,2024-05-04,0,1.0,524,0,6.3,0,0,True,Dortmund,High,May
Pension Sölde,Dortmund,45.09259524,2024-05-05,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
Moxy Dortmund City,Dortmund,99.21346983000001,2024-05-05,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,May
The Grey Design Hotel,"Dortmund City Centre, Dortmund",79.15604922,2024-05-05,3,0.7,2776,2,8.4,0,2,False,Dortmund,Low,May
Design Apartments 2,Dortmund,45.09259524,2024-05-05,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,51.11144814,2024-05-05,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",79.64406432,2024-05-05,4,0.6,1222,2,8.3,0,1,False,Dortmund,Low,May
NH Dortmund,Dortmund,98.20490529,2024-05-05,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
Dorint An den Westfalenhallen Dortmund,Dortmund,123.50035464000001,2024-05-05,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",87.17576403000001,2024-05-05,0,150.0,2737,2,8.4,0,2,False,Dortmund,Medium,May
Hampton By Hilton Dortmund Phoenix See,Dortmund,130.26749736000002,2024-05-05,3,3.7,2472,2,8.5,0,4,True,Dortmund,Medium,May
Radisson Blu Hotel Dortmund,Dortmund,125.41988070000001,2024-05-05,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",94.20318147,2024-05-05,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
Design Apartments 1,Dortmund,50.102883600000006,2024-05-05,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
Moods Hotel Dortmund,Dortmund,77.15518731,2024-05-05,3,3.5,1611,2,8.3,0,3,False,Dortmund,Low,May
Residence Inn by Marriott Dortmund City,Dortmund,107.21691747000001,2024-05-05,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,May
Hotel NeuHaus,Dortmund,92.18605239,2024-05-05,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,May
Ringhotel Drees,Dortmund,130.77177963,2024-05-05,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,May
Hotel der Lennhof,Dortmund,107.21691747000001,2024-05-05,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
stays design Hotel Dortmund,Dortmund,69.1354725,2024-05-05,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,May
Hotel Unique Pearl,Dortmund,51.957340980000005,2024-05-05,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,May
Hotel Esplanade Dortmund,Dortmund,93.29221995,2024-05-05,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,May
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,93.6988992,2024-05-05,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,May
Steigenberger Dortmund,Dortmund,110.11247373,2024-05-05,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",96.20404338,2024-05-05,3,0.6,911,2,8.1,0,2,False,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-05,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Hotel Esplanade Dortmund,Dortmund,93.29221995,2024-05-05,4,250.0,1358,2,8.5,0,3,False,Dortmund,Medium,May
Hotel der Lennhof,Dortmund,107.21691747000001,2024-05-05,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",94.20318147,2024-05-05,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
Home Hotel,Dortmund,80.16461376000001,2024-05-05,0,1.4,1765,1,7.1,0,0,False,Dortmund,Medium,May
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",111.83679375000001,2024-05-05,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,May
Hotel Unique Dortmund Hauptbahnhof,Dortmund,103.06878912,2024-05-05,4,0.9,7513,1,7.5,0,1,False,Dortmund,Medium,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-05,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Radisson Blu Hotel Dortmund,Dortmund,125.41988070000001,2024-05-05,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Hotel Carlton,"Dortmund City Centre, Dortmund",128.26663545,2024-05-05,0,350.0,1739,0,6.3,0,1,False,Dortmund,Medium,May
ibis budget Dortmund West,Dortmund,66.63032832,2024-05-05,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Steigenberger Dortmund,Dortmund,110.11247373,2024-05-05,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,May
Zentrale Unterkunft in Dortmund City,Dortmund,75.51220314000001,2024-05-05,0,1.3,73,3,9.1,0,1,False,Dortmund,Low,May
ibis Hotel Dortmund City,Dortmund,82.97883417,2024-05-05,3,1.3,520,2,8.2,0,2,False,Dortmund,Medium,May
Moods Hotel Dortmund,Dortmund,77.15518731,2024-05-05,3,3.5,1611,2,8.3,0,3,False,Dortmund,Low,May
Days Inn Dortmund West,Dortmund,52.315218720000004,2024-05-05,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
Hotel Union,Dortmund,115.23663228000001,2024-05-05,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
Akzent Hotel Körner Hof,Dortmund,120.24692064000001,2024-05-05,3,2.3,308,2,8.0,0,0,True,Dortmund,Medium,May
B&B Hotel Dortmund Messe,Dortmund,108.22548201000001,2024-05-05,0,2.8,2025,1,7.9,0,4,True,Dortmund,Medium,May
Hotel Drei Kronen,Dortmund,180.37038096,2024-05-05,0,1.0,524,0,6.3,0,0,True,Dortmund,High,May
Gildenhof An den Westfalenhallen Dortmund,Dortmund,89.19289311,2024-05-05,0,1.9,795,0,6.5,0,0,True,Dortmund,Medium,May
Hotel Biedermeier,Dortmund,132.26835927000002,2024-05-05,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,May
Best Western Hotel Dortmund Airport,Dortmund,84.32900928000001,2024-05-05,4,7.3,1670,1,7.4,0,1,False,Dortmund,Medium,May
Hotel Postkutsche,Dortmund,117.23749419,2024-05-05,0,6.5,269,2,8.0,0,0,True,Dortmund,Medium,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",70.14403704,2024-05-06,0,150.0,2737,2,8.4,0,2,False,Dortmund,Low,May
Moxy Dortmund City,Dortmund,87.17576403000001,2024-05-06,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-06,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-05-06,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,May
Pension Sölde,Dortmund,55.11317196,2024-05-06,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
stays design Hotel Dortmund,Dortmund,69.1354725,2024-05-06,0,2.5,3738,2,8.3,0,1,False,Dortmund,Low,May
The Grey Design Hotel,"Dortmund City Centre, Dortmund",99.21346983000001,2024-05-06,3,0.7,2776,2,8.4,0,2,False,Dortmund,Medium,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",78.83070582,2024-05-06,0,400.0,4057,0,6.9,0,4,False,Dortmund,Low,May
Dorint An den Westfalenhallen Dortmund,Dortmund,106.46862765,2024-05-06,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
B&B Hotel Dortmund-City,Dortmund,68.14317513,2024-05-06,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,May
Mercure Hotel Dortmund Messe,Dortmund,160.32922752000002,2024-05-06,4,2.5,1502,2,8.1,0,0,False,Dortmund,High,May
Hotel Fürst Garden,Dortmund,114.24433491,2024-05-06,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,May
Hotel Unique Dortmund Hauptbahnhof,Dortmund,51.11144814,2024-05-06,4,0.9,7513,1,7.5,0,1,False,Dortmund,Low,May
Hampton By Hilton Dortmund Phoenix See,Dortmund,155.31893916,2024-05-06,3,3.7,2472,2,8.5,0,4,True,Dortmund,High,May
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,93.6988992,2024-05-06,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,May
Residence Inn by Marriott Dortmund City,Dortmund,103.21519365,2024-05-06,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-06,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
Design Apartments 2,Dortmund,45.09259524,2024-05-06,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
Design Apartments 1,Dortmund,50.102883600000006,2024-05-06,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
NH Dortmund,Dortmund,99.21346983000001,2024-05-06,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
Coffee Fellows Hotel Dortmund,"Dortmund City Centre, Dortmund",89.71344255000001,2024-05-06,0,400.0,1461,2,8.4,0,4,False,Dortmund,Medium,May
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,45.141396750000006,2024-05-06,0,1.0,2952,1,7.4,0,1,False,Dortmund,Low,May
Leonardo Hotel Dortmund,Dortmund,90.18519048,2024-05-06,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,May
Hotel Unique Pearl,Dortmund,50.249288130000004,2024-05-06,4,1.1,5428,1,7.8,0,2,False,Dortmund,Low,May
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",79.15604922,2024-05-06,0,0.7,965,2,8.4,0,1,False,Dortmund,Low,May
Central 40qm Wi-Fi free Parking calm back house 10A,Dortmund,53.209913070000006,2024-05-06,0,300.0,15,2,8.1,0,0,True,Dortmund,Low,May
Hotel der Lennhof,Dortmund,129.27519999,2024-05-06,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Hotel NeuHaus,Dortmund,92.18605239,2024-05-06,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,May
Mercure Hotel Dortmund City,"Dortmund City Centre, Dortmund",71.2502046,2024-05-06,0,400.0,944,1,7.3,0,1,False,Dortmund,Low,May
Best Western Hotel Dortmund Airport,Dortmund,87.38723724,2024-05-06,4,7.3,1670,1,7.4,0,1,False,Dortmund,Medium,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",87.30590139,2024-05-06,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,May
Zentrale Unterkunft in Dortmund City,Dortmund,75.51220314000001,2024-05-06,0,1.3,73,3,9.1,0,1,False,Dortmund,Low,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-06,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Courtyard by Marriott Dortmund,Dortmund,104.22375819000001,2024-05-06,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-06,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
Days Inn Dortmund West,Dortmund,46.898251110000004,2024-05-06,0,10.0,783,0,5.8,0,1,False,Dortmund,Low,May
Steigenberger Dortmund,Dortmund,110.11247373,2024-05-06,0,2.1,1439,1,7.8,0,0,False,Dortmund,Medium,May
Tondose Apartment,"Dortmund City Centre, Dortmund",129.27519999,2024-05-06,0,300.0,894,5,8.7,0,0,True,Dortmund,Medium,May
ibis Hotel Dortmund City,Dortmund,73.95055482000001,2024-05-06,3,1.3,520,2,8.2,0,2,False,Dortmund,Low,May
PS-Projektentwicklung,Dortmund,54.10460742,2024-05-06,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,May
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-05-06,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,May
Akzent Hotel Körner Hof,Dortmund,111.23490846,2024-05-06,3,2.3,308,2,8.0,0,0,True,Dortmund,Medium,May
Home Hotel,Dortmund,80.16461376000001,2024-05-06,0,1.4,1765,1,7.1,0,0,False,Dortmund,Medium,May
Moxy Dortmund City,Dortmund,87.17576403000001,2024-05-06,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,May
Ringhotel Drees,Dortmund,130.77177963,2024-05-06,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,May
Moods Hotel Dortmund,Dortmund,86.18346666000001,2024-05-06,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,May
Hotel Carlton,"Dortmund City Centre, Dortmund",127.25807091,2024-05-06,0,350.0,1739,0,6.3,0,1,False,Dortmund,Medium,May
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",134.38309137000002,2024-05-06,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,May
Apartment in zentraler Lage zur Dortmunder Innenstadt,Dortmund,88.65607650000001,2024-05-06,3,1.7,58,2,8.3,0,1,True,Dortmund,Medium,May
Hotel Biedermeier,Dortmund,90.18519048,2024-05-06,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-05-07,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,May
Moxy Dortmund City,Dortmund,91.19375502000001,2024-05-07,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,May
Design Apartments 2,Dortmund,45.09259524,2024-05-07,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-07,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
B&B Hotel Dortmund-City,Dortmund,68.14317513,2024-05-07,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,May
Pension Sölde,Dortmund,55.11317196,2024-05-07,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",84.589284,2024-05-07,0,400.0,4057,0,6.9,0,4,False,Dortmund,Medium,May
Dorint An den Westfalenhallen Dortmund,Dortmund,106.46862765,2024-05-07,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
NH Dortmund,Dortmund,99.21346983000001,2024-05-07,4,450.0,3768,2,8.5,0,4,False,Dortmund,Medium,May
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",84.18260475000001,2024-05-07,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,May
Hotel Fürst Garden,Dortmund,114.24433491,2024-05-07,3,1.2,1273,2,8.1,0,1,True,Dortmund,Medium,May
Design Apartments 1,Dortmund,50.102883600000006,2024-05-07,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
Mercure Hotel Dortmund Messe,Dortmund,141.29663862,2024-05-07,4,2.5,1502,2,8.1,0,0,False,Dortmund,High,May
Ringhotel Drees,Dortmund,125.35481202000001,2024-05-07,4,1.7,1309,2,8.4,0,1,False,Dortmund,Medium,May
stays design Hotel Dortmund,Dortmund,109.23404655,2024-05-07,0,2.5,3738,2,8.3,0,1,False,Dortmund,Medium,May
Residence Inn by Marriott Dortmund City,Dortmund,107.21691747000001,2024-05-07,4,1.1,831,2,8.5,0,1,False,Dortmund,Medium,May
Hotel NeuHaus,Dortmund,92.18605239,2024-05-07,3,450.0,398,2,8.5,0,3,True,Dortmund,Medium,May
"Holiday Inn Express Dortmund, an IHG Hotel",Dortmund,93.6988992,2024-05-07,3,4.6,2693,2,8.3,0,4,False,Dortmund,Medium,May
Leonardo Hotel Dortmund,Dortmund,136.17248007,2024-05-07,0,350.0,4513,5,8.6,0,4,False,Dortmund,Medium,May
PS-Projektentwicklung,Dortmund,54.10460742,2024-05-07,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,May
Central 40qm Wi-Fi free Parking calm back house 10A,Dortmund,53.209913070000006,2024-05-07,0,300.0,15,2,8.1,0,0,True,Dortmund,Low,May
Home Hotel,Dortmund,80.16461376000001,2024-05-07,0,1.4,1765,1,7.1,0,0,False,Dortmund,Medium,May
Basecamp Hotel Dortmund,"Dortmund City Centre, Dortmund",140.28807408,2024-05-07,0,150.0,2737,2,8.4,0,2,False,Dortmund,High,May
Hotel Carlton,"Dortmund City Centre, Dortmund",129.27519999,2024-05-07,0,350.0,1739,0,6.3,0,1,False,Dortmund,Medium,May
Deluxe Wohnungen Dortmund Mitte,Dortmund,85.17490212,2024-05-07,0,1.4,124,1,7.4,0,0,True,Dortmund,Medium,May
IntercityHotel Dortmund,"Dortmund City Centre, Dortmund",108.59962692,2024-05-07,4,0.6,1222,2,8.3,0,1,False,Dortmund,Medium,May
Studio 229,Dortmund,49.59860133,2024-05-07,0,4.3,9,4,9.8,0,0,False,Dortmund,Low,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-07,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
Mercure Hotel Dortmund Centrum,"Dortmund City Centre, Dortmund",111.83679375000001,2024-05-07,4,350.0,1275,1,7.7,0,2,False,Dortmund,Medium,May
ibis budget Dortmund West,Dortmund,65.68683246,2024-05-07,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Hotel der Lennhof,Dortmund,129.27519999,2024-05-07,4,5.1,496,2,8.0,0,1,False,Dortmund,Medium,May
Hotel Excelsior Dortmund Hauptbahnhof,Dortmund,177.18201564,2024-05-07,0,1.0,2952,1,7.4,0,1,False,Dortmund,High,May
Radisson Blu Hotel Dortmund,Dortmund,125.41988070000001,2024-05-07,0,2.4,2833,2,8.1,0,3,False,Dortmund,Medium,May
Hotel Annis M&P,Dortmund,60.12346032000001,2024-05-07,0,0.7,98,0,5.3,0,0,True,Dortmund,Low,May
Tondose Apartment,"Dortmund City Centre, Dortmund",129.27519999,2024-05-07,0,300.0,894,5,8.7,0,0,True,Dortmund,Medium,May
Courtyard by Marriott Dortmund,Dortmund,104.22375819000001,2024-05-07,0,3.7,290,2,8.4,0,1,False,Dortmund,Medium,May
Hotel Esplanade Dortmund,Dortmund,144.64767564000002,2024-05-07,4,250.0,1358,2,8.5,0,3,False,Dortmund,High,May
Parkhotel Wittekindshof,Dortmund,162.68796717,2024-05-07,4,3.1,1619,2,8.5,0,2,True,Dortmund,High,May
Hotel Union,Dortmund,132.26835927000002,2024-05-07,0,0.9,209,1,7.5,0,1,False,Dortmund,Medium,May
Zentrale Unterkunft in Dortmund City,Dortmund,75.51220314000001,2024-05-07,0,1.3,73,3,9.1,0,1,False,Dortmund,Low,May
Steigenberger Dortmund,Dortmund,153.64342065,2024-05-07,0,2.1,1439,1,7.8,0,0,False,Dortmund,High,May
ibis Hotel Dortmund City,Dortmund,80.26221678,2024-05-07,3,1.3,520,2,8.2,0,2,False,Dortmund,Medium,May
Apartement Central 40qm Wi-Fi free Parking calm back house 10B,Dortmund,53.209913070000006,2024-05-07,0,300.0,17,1,7.9,0,0,False,Dortmund,Low,May
Hotel Biedermeier,Dortmund,90.18519048,2024-05-07,3,10.2,492,1,7.5,0,1,True,Dortmund,Medium,May
Akzent Hotel Körner Hof,Dortmund,127.25807091,2024-05-07,3,2.3,308,2,8.0,0,0,True,Dortmund,Medium,May
Moods Hotel Dortmund,Dortmund,102.20662911000001,2024-05-07,3,3.5,1611,2,8.3,0,3,False,Dortmund,Medium,May
Hotel Unique Dortmund Hauptbahnhof,Dortmund,184.82758554,2024-05-07,4,0.9,7513,1,7.5,0,1,False,Dortmund,High,May
Days Inn Dortmund West,Dortmund,97.40781396,2024-05-07,0,10.0,783,0,5.8,0,1,False,Dortmund,Medium,May
Hotel Postkutsche,Dortmund,117.23749419,2024-05-07,0,6.5,269,2,8.0,0,0,True,Dortmund,Medium,May
Hotel Carlton,"Dortmund City Centre, Dortmund",51.11144814,2024-05-08,0,350.0,1739,0,6.3,0,1,False,Dortmund,Low,May
Moxy Dortmund City,Dortmund,91.19375502000001,2024-05-08,3,1.1,676,2,8.4,0,1,False,Dortmund,Medium,May
Design Apartments 2,Dortmund,45.09259524,2024-05-08,0,0.9,606,0,5.6,0,0,True,Dortmund,Low,May
B&B Hotel Dortmund-City,Dortmund,76.16288994,2024-05-08,0,400.0,2706,1,7.9,0,0,False,Dortmund,Low,May
prizeotel Dortmund-City,"Dortmund City Centre, Dortmund",79.62779715,2024-05-08,3,0.6,911,2,8.1,0,2,False,Dortmund,Low,May
Design Apartments 1,Dortmund,50.102883600000006,2024-05-08,0,0.9,563,0,5.6,0,0,True,Dortmund,Low,May
DJH Jugendgästehaus Adolph Kolping,"Dortmund City Centre, Dortmund",100.46604192000001,2024-05-08,0,500.0,2063,2,8.4,0,1,False,Dortmund,Medium,May
PS-Projektentwicklung,Dortmund,54.10460742,2024-05-08,0,4.5,62,2,8.0,0,0,False,Dortmund,Low,May
Central 40qm Wi-Fi free Parking calm back house 10A,Dortmund,53.209913070000006,2024-05-08,0,300.0,15,2,8.1,0,0,True,Dortmund,Low,May
Pension Sölde,Dortmund,55.11317196,2024-05-08,0,8.6,1039,1,7.9,0,2,True,Dortmund,Low,May
Dorint An den Westfalenhallen Dortmund,Dortmund,106.46862765,2024-05-08,0,2.2,3286,2,8.2,0,1,False,Dortmund,Medium,May
a&o Dortmund Hauptbahnhof,"Dortmund City Centre, Dortmund",83.58071946000001,2024-05-08,0,400.0,4057,0,6.9,0,4,False,Dortmund,Medium,May
Studio 229,Dortmund,49.59860133,2024-05-08,0,4.3,9,4,9.8,0,0,False,Dortmund,Low,May
ibis budget Dortmund West,Dortmund,65.68683246,2024-05-08,1,10.1,1373,1,7.3,0,0,False,Dortmund,Low,May
Hotel- Restaurant Kerzan´s,Dortmund,77.56186656,2024-05-08,0,6.9,280,1,7.9,0,0,True,Dortmund,Low,May
NYCE Hotel Dortmund City,"Dortmund City Centre, Dortmund",84.18260475000001,2024-05-08,0,0.7,965,2,8.4,0,1,False,Dortmund,Medium,May
